13199,214587697,5.0
26384,214716971,5.0
39662,214826835,1.25
39662,214820240,1.25
39662,214717003,2.5
52774,214827032,3.333333333333333
52774,214819612,1.6666666666666665
64117,214748285,2.5
64117,214820218,2.5
79322,214748338,2.5
79322,214748300,1.25
79322,214748338,1.25
82806,214613743,2.5
82806,214827011,2.5
105548,214821390,2.5
105548,214718203,2.5
110293,214573616,2.5
110293,214714691,2.5
128237,214716461,5.0
147102,214826835,1.6666666666666665
147102,214826627,1.6666666666666665
147102,214827026,1.6666666666666665
154622,214839313,5.0
158646,214839902,1.6666666666666665
158646,214691396,1.6666666666666665
158646,214702787,1.6666666666666665
165614,214716935,5.0
194256,214826705,2.5
194256,214826816,2.5
198797,214821285,1.0
198797,214826897,1.0
198797,214535621,1.0
198797,214737337,1.0
198797,214840412,1.0
211097,214826621,0.5172413793103449
211097,214826619,0.5172413793103449
211097,214827007,0.1724137931034483
211097,214827005,0.1724137931034483
211097,214827000,0.1724137931034483
211097,214826837,0.1724137931034483
211097,214826872,0.1724137931034483
211097,214826621,0.6896551724137931
211097,214826619,0.6896551724137931
211097,214826927,0.1724137931034483
211097,214826934,0.1724137931034483
211097,214826998,0.6896551724137931
211097,214717562,0.1724137931034483
211097,214821300,0.1724137931034483
211097,214746427,0.1724137931034483
211097,214743335,0.1724137931034483
220587,214826705,2.5
220587,214826816,2.5
238213,214677862,2.5
238213,214746435,2.5
256468,214827028,1.0
256468,214584815,1.0
256468,214587307,1.0
256468,214584815,1.0
256468,214587307,1.0
272808,214717247,1.0
272808,214821028,1.0
272808,214821026,1.0
272808,214561502,1.0
272808,214585395,1.0
281969,214695478,1.6666666666666665
281969,214774685,1.6666666666666665
281969,214774682,1.6666666666666665
294201,214826627,1.6666666666666665
294201,214826816,1.6666666666666665
294201,214826955,1.6666666666666665
296393,214709165,1.6666666666666665
296393,214698806,3.333333333333333
309242,214835713,0.13513513513513514
309242,214530697,0.13513513513513514
309242,214530701,0.13513513513513514
309242,214835287,0.13513513513513514
309242,214701350,0.13513513513513514
309242,214606417,0.13513513513513514
309242,214611129,0.13513513513513514
309242,214676595,0.13513513513513514
309242,214601210,0.13513513513513514
309242,214701787,0.13513513513513514
309242,214717627,0.13513513513513514
309242,214611129,0.13513513513513514
309242,214606417,0.13513513513513514
309242,214835287,0.13513513513513514
309242,214530697,0.13513513513513514
309242,214835713,0.13513513513513514
309242,214717627,0.13513513513513514
309242,214601210,0.13513513513513514
309242,214511015,0.13513513513513514
309242,214701787,0.13513513513513514
309242,214601210,0.13513513513513514
309242,214606417,0.13513513513513514
309242,214511015,0.13513513513513514
309242,214701787,0.13513513513513514
309242,214676595,0.13513513513513514
309242,214606417,0.13513513513513514
309242,214511015,0.13513513513513514
309242,214530701,0.13513513513513514
309242,214676595,0.13513513513513514
309242,214611129,0.13513513513513514
309242,214601210,0.13513513513513514
309242,214606417,0.13513513513513514
309242,214835287,0.13513513513513514
309242,214530701,0.13513513513513514
309242,214530697,0.13513513513513514
309242,214835713,0.13513513513513514
309242,214717627,0.13513513513513514
317291,214709645,2.5
317291,214709690,2.5
331202,214819490,1.6666666666666665
331202,214702787,3.333333333333333
359276,214827022,1.25
359276,214827020,1.25
359276,214630042,1.25
359276,214706216,1.25
