1187,214826606,0,4
1187,214826715,0,1
2371,214684513,0,1
2371,214832653,0,1
3678,214705745,0,1
3678,214709645,0,2
3678,214709690,0,2
4736,214821022,0,1
4736,214821024,0,3
6593,214578645,0,1
6593,214717187,0,1
7328,214717247,0,1
7328,214820394,0,1
8307,214695069,0,2
8307,214695071,0,1
8307,214717406,0,3
8307,214838261,0,1
9472,214717147,0,2
10559,214819387,0,2
10559,214819734,0,1
10559,214826623,0,1
10559,214826705,0,1
10559,214826799,0,1
10559,214826810,0,1
10559,214826816,0,1
10559,214826835,0,1
13187,214596641,0,1
13187,214829737,0,1
14017,214553735,0,1
14017,214555237,0,1
14017,214717091,0,1
14656,214829212,0,1
14656,214829308,0,1
14656,214829357,0,1
15423,214705119,0,1
15423,214826955,0,1
16608,214717003,0,1
18946,214714586,0,1
18946,214826700,0,1
18946,214826705,0,1
19712,214551617,0,1
19712,214551626,0,1
19712,214584962,0,1
19712,214612721,0,1
21119,214821300,0,1
21119,214826617,0,1
21119,214826619,0,1
21119,214826621,0,1
21119,214826927,0,1
21119,214826998,0,1
21119,214827009,0,1
22227,214587384,0,1
22227,214716982,0,1
22227,214718220,0,1
22227,214832559,0,1
23029,214582387,0,1
23029,214600502,0,1
23029,214717325,0,1
23029,214820439,0,1
23029,214836722,0,1
23029,214836748,0,1
24676,214716973,0,1
24676,214716975,0,1
26374,214684843,0,1
26374,214819760,0,4
26374,214819762,0,4
28032,214558192,0,1
28032,214577518,0,1
28032,214690110,0,1
28032,214826925,0,1
28032,214827000,0,1
28032,214827007,0,1
28032,214828987,0,1
28032,214834865,0,1
29318,214584808,0,1
29318,214585100,0,2
29318,214821367,0,1
30718,214833800,0,2
30816,214820842,0,1
30816,214826810,0,1
32002,214539845,0,1
32002,214706482,0,1
33231,214511488,0,1
33231,214826833,0,1
34037,214821309,0,1
34037,214821341,0,1
35406,214544837,0,1
35406,214638761,0,1
37894,214532951,0,1
37894,214639462,0,1
37894,214639477,0,1
37894,214648258,0,1
37894,214826715,0,3
37894,214826835,0,2
37894,214826955,0,3
37894,214835000,0,2
37894,214835004,0,2
39426,214636505,0,1
39426,214664767,0,1
40769,214717247,0,1
40769,214821015,0,1
40769,214833802,0,1
40769,214841060,0,1
41024,214586711,0,1
41024,214664919,0,1
41024,214821292,0,2
41024,214826702,0,1
41024,214826801,0,2
42239,214828987,0,2
43708,214676580,0,2
43708,214684513,0,1
43708,214821277,0,2
43708,214821285,0,2
43708,214826619,0,1
43708,214826872,0,1
43708,214826897,0,2
43708,214826955,0,1
44454,214837485,0,4
44454,214837487,0,1
46056,214710062,0,1
46056,214827009,0,1
46263,214691310,0,1
46263,214691570,0,1
48713,214826705,0,2
49351,214584907,0,3
50617,214821275,0,1
50617,214826810,0,1
52991,214684513,0,1
52991,214826705,0,1
55073,214821305,0,3
55073,214821341,0,1
56071,214716926,0,1
56071,214716928,0,3
56071,214717003,0,2
56071,214717005,0,1
56956,214596452,0,1
56956,214601741,0,1
57528,214568098,0,1
57528,214568102,0,1
57528,214568109,0,1
58638,214836129,0,3
58638,214839716,0,1
60097,214584984,0,1
60097,214587384,0,1
60097,214642097,0,1
60097,214821024,0,1
61437,214640231,0,1
61437,214640233,0,1
61637,214582567,0,2
63449,214712115,0,3
64057,214826803,0,2
66458,214709685,0,1
66458,214748188,0,1
66458,214821275,0,1
66458,214826608,0,2
66458,214826700,0,2
66458,214826705,0,1
66458,214826801,0,5
66458,214826810,0,3
66753,214711297,0,3
66753,214714790,0,2
68069,214587384,0,1
68069,214821022,0,2
68069,214826953,0,1
69694,214718216,0,1
69694,214820218,0,1
69694,214820842,0,1
69694,214821024,0,1
69694,214821272,0,1
69694,214827020,0,1
69694,214840419,0,1
70813,214582370,0,2
73486,214664919,0,1
73486,214674427,0,2
73486,214696972,0,1
73486,214699871,0,2
73486,214699873,0,1
73486,214712111,0,1
73486,214712141,0,1
73486,214725512,0,1
73486,214746375,0,2
73486,214826625,0,3
73486,214827032,0,3
73486,214840389,0,1
74629,214537766,0,1
74629,214684513,0,1
74629,214686043,0,2
75788,214567404,0,1
75788,214718400,0,1
75788,214826900,0,1
77098,214539050,0,1
77098,214539232,0,1
77098,214612895,0,1
77098,214613743,0,1
78142,214536317,0,1
78142,214550863,0,1
78142,214550865,0,1
78972,214514291,0,2
80894,214820938,0,2
80894,214821037,0,1
81536,214638480,0,1
81536,214638482,0,1
82111,214551000,0,2
82111,214551005,0,1
82111,214564807,0,1
82111,214586923,0,1
82111,214587045,0,2
82111,214706441,0,1
82111,214712402,0,1
82111,214717085,0,1
82111,214718387,0,4
82111,214744775,0,1
82111,214819376,0,2
82111,214819526,0,1
82111,214820387,0,1
82111,214826874,0,2
83929,214577732,0,1
83929,214821028,0,1
84464,214640017,0,1
84464,214684845,0,1
84464,214716902,0,1
84464,214717286,0,1
84464,214800262,0,1
84464,214821300,0,1
84464,214821401,0,1
84464,214826837,0,1
84464,214826876,0,1
84464,214826908,0,1
84464,214826927,0,1
84464,214826998,0,1
84464,214828987,0,1
85342,214712272,0,1
85342,214819427,0,1
85342,214820842,0,1
85342,214829312,0,1
86222,214684513,0,1
86222,214691426,0,1
86222,214821292,0,1
86222,214826702,0,2
87418,214838160,0,1
87418,214838162,0,1
88908,214691426,0,1
88908,214696432,0,1
88908,214696434,0,1
88908,214838975,0,1
92118,214515847,0,1
92118,214550366,0,1
92527,214826705,0,2
93277,214684513,0,3
94509,214840762,0,2
97231,214579875,0,1
97231,214716120,0,1
97231,214826606,0,2
97431,214594680,0,1
97431,214832653,0,1
98701,214826816,0,1
99361,214583653,0,1
99361,214826705,0,1
101234,214709792,0,1
101234,214717046,0,1
101964,214748336,0,1
101964,214819721,0,3
102848,214716930,0,1
102848,214716932,0,1
102848,214716935,0,1
104637,214629515,0,1
104637,214832728,0,1
104637,214832730,0,1
104637,214835578,0,1
104637,214835730,0,1
104637,214835775,0,2
104637,214839695,0,1
105983,214677821,0,1
105983,214717742,0,1
105983,214743497,0,1
105983,214744528,0,1
107977,214821277,0,2
109281,214532072,0,1
109281,214826803,0,2
110144,214696434,0,2
110932,214821392,0,3
112139,214537967,0,1
112139,214636498,0,1
113913,214587549,0,1
113913,214826780,0,1
113913,214829681,0,1
115061,214581917,0,2
116177,214705745,0,1
116177,214820225,0,2
117278,214680502,0,1
117278,214680521,0,1
117278,214705736,0,1
117278,214710328,0,1
117278,214842345,0,1
118562,214648254,0,1
118562,214717888,0,1
118562,214718220,0,1
120192,214716982,0,2
120192,214716984,0,1
120192,214832653,0,1
120192,214832657,0,2
121004,214710309,0,1
121004,214839313,0,1
122868,214601407,0,1
122868,214690110,0,1
