1187,2014-04-06T09:19:12.730Z,214826715,0
1187,2014-04-06T09:20:06.702Z,214826606,0
1187,2014-04-06T09:20:47.565Z,214826606,0
1187,2014-04-06T09:22:04.163Z,214826606,0
1187,2014-04-06T09:22:55.776Z,214826606,0
2371,2014-04-04T17:40:03.090Z,214832653,0
2371,2014-04-04T17:41:57.318Z,214684513,0
3678,2014-04-06T09:46:55.484Z,214709645,0
3678,2014-04-06T09:47:48.495Z,214709690,0
3678,2014-04-06T09:48:16.128Z,214705745,0
3678,2014-04-06T09:48:21.446Z,214709690,0
3678,2014-04-06T09:48:31.515Z,214709645,0
4736,2014-04-02T16:39:09.084Z,214821022,0
4736,2014-04-02T16:39:34.119Z,214821024,0
4736,2014-04-02T16:40:11.791Z,214821024,0
4736,2014-04-02T16:40:33.814Z,214821024,0
6593,2014-04-06T21:41:10.772Z,214717187,0
6593,2014-04-06T21:41:42.698Z,214578645,0
7328,2014-04-04T09:16:52.019Z,214717247,0
7328,2014-04-04T09:20:41.416Z,214820394,0
8307,2014-04-04T12:34:43.299Z,214695069,0
8307,2014-04-04T12:35:24.283Z,214695069,0
8307,2014-04-04T12:36:31.149Z,214717406,0
8307,2014-04-04T12:36:47.123Z,214717406,0
8307,2014-04-04T12:39:13.307Z,214695071,0
8307,2014-04-04T12:39:49.800Z,214838261,0
8307,2014-04-04T12:40:47.604Z,214717406,0
9472,2014-04-07T08:28:10.954Z,214717147,0
9472,2014-04-07T09:24:47.847Z,214717147,0
10559,2014-04-01T09:13:51.870Z,214819387,0
10559,2014-04-01T09:14:23.172Z,214819734,0
10559,2014-04-01T09:14:50.394Z,214819387,0
10559,2014-04-01T09:16:42.172Z,214826835,0
10559,2014-04-01T09:17:21.691Z,214826623,0
10559,2014-04-01T09:18:01.942Z,214826799,0
10559,2014-04-01T09:19:37.179Z,214826810,0
10559,2014-04-01T09:20:24.005Z,214826816,0
10559,2014-04-01T09:20:41.660Z,214826705,0
13187,2014-04-05T12:04:19.287Z,214596641,0
13187,2014-04-05T12:04:45.155Z,214829737,0
14017,2014-04-04T08:35:17.799Z,214555237,0
14017,2014-04-04T08:37:03.380Z,214553735,0
14017,2014-04-04T08:38:10.259Z,214717091,0
14656,2014-04-02T20:53:32.499Z,214829212,0
14656,2014-04-02T20:54:07.205Z,214829357,0
14656,2014-04-02T20:55:12.515Z,214829308,0
15423,2014-04-03T05:20:21.001Z,214705119,0
15423,2014-04-03T05:22:22.403Z,214826955,0
16608,2014-04-04T19:09:40.949Z,214717003,0
19712,2014-04-06T00:54:33.731Z,214551617,0
19712,2014-04-06T00:55:15.908Z,214612721,0
19712,2014-04-06T00:56:34.895Z,214551626,0
19712,2014-04-06T01:00:45.715Z,214584962,0
18946,2014-04-02T18:44:36.320Z,214714586,0
18946,2014-04-02T18:46:01.374Z,214826700,0
18946,2014-04-02T18:47:11.781Z,214826705,0
22227,2014-04-01T08:25:17.712Z,214832559,0
22227,2014-04-01T08:25:44.389Z,214718220,0
22227,2014-04-01T08:26:05.508Z,214587384,0
22227,2014-04-01T08:29:04.803Z,214716982,0
21119,2014-04-06T21:08:07.059Z,214827009,0
21119,2014-04-06T21:09:03.569Z,214826619,0
21119,2014-04-06T21:09:24.842Z,214826621,0
21119,2014-04-06T21:10:00.753Z,214826998,0
21119,2014-04-06T21:10:23.452Z,214826927,0
21119,2014-04-06T21:10:39.731Z,214821300,0
21119,2014-04-06T21:11:20.576Z,214826617,0
23029,2014-04-05T17:06:28.680Z,214820439,0
23029,2014-04-05T17:09:11.345Z,214836748,0
23029,2014-04-05T17:10:01.930Z,214836722,0
23029,2014-04-05T17:11:10.494Z,214717325,0
23029,2014-04-05T17:12:14.975Z,214582387,0
23029,2014-04-05T17:13:38.860Z,214600502,0
26374,2014-04-04T07:02:34.966Z,214684843,0
26374,2014-04-04T07:02:54.942Z,214819760,0
