13199,2014-04-05T09:06:54.473Z,214587697,0
13199,2014-04-05T09:07:10.321Z,214587697,0
26384,2014-04-01T14:05:21.178Z,214716971,0
26384,2014-04-01T14:05:50.624Z,214716971,0
39662,2014-04-02T13:58:54.734Z,214826835,0
39662,2014-04-02T14:01:51.396Z,214820240,0
39662,2014-04-02T14:05:33.223Z,214717003,0
39662,2014-04-02T14:05:36.342Z,214717003,0
52774,2014-04-04T14:45:10.665Z,214827032,0
52774,2014-04-04T14:45:57.137Z,214827032,0
52774,2014-04-04T14:46:34.940Z,214819612,0
64117,2014-04-03T04:18:44.144Z,214748285,0
64117,2014-04-03T04:19:27.325Z,214820218,0
79322,2014-04-02T07:13:05.107Z,214748338,0
79322,2014-04-02T07:14:41.586Z,214748338,0
79322,2014-04-02T07:18:16.746Z,214748300,0
79322,2014-04-02T07:19:40.779Z,214748338,0
82806,2014-04-06T10:03:47.861Z,214613743,0
82806,2014-04-06T10:03:47.981Z,214827011,0
105548,2014-04-02T20:57:42.588Z,214821390,0
105548,2014-04-02T20:58:13.483Z,214718203,0
110293,2014-04-04T13:39:35.147Z,214573616,0
110293,2014-04-04T13:42:10.205Z,214714691,0
128237,2014-04-07T08:49:56.794Z,214716461,0
128237,2014-04-07T08:49:57.826Z,214716461,0
147102,2014-04-06T13:41:42.546Z,214826835,0
147102,2014-04-06T13:42:05.365Z,214826627,0
147102,2014-04-06T13:42:33.827Z,214827026,0
154622,2014-04-06T07:43:07.448Z,214839313,0
154622,2014-04-06T07:43:27.022Z,214839313,0
154622,2014-04-06T07:54:09.504Z,214839313,0
158646,2014-04-07T16:17:47.453Z,214839902,0
158646,2014-04-07T16:19:31.384Z,214691396,0
158646,2014-04-07T16:20:40.205Z,214702787,0
165614,2014-04-07T05:08:40.117Z,214716935,0
194256,2014-04-06T09:03:06.963Z,214826705,0
194256,2014-04-06T09:04:58.270Z,214826816,0
198797,2014-04-03T08:10:46.443Z,214821285,0
198797,2014-04-03T08:12:57.969Z,214826897,0
198797,2014-04-03T08:13:28.841Z,214535621,0
198797,2014-04-03T08:16:05.757Z,214737337,0
198797,2014-04-03T08:17:28.170Z,214840412,0
211097,2014-04-05T22:10:23.649Z,214826621,0
211097,2014-04-05T22:11:07.445Z,214826619,0
211097,2014-04-05T22:11:29.870Z,214827007,0
211097,2014-04-05T22:11:48.192Z,214827005,0
211097,2014-04-05T22:12:05.557Z,214827000,0
211097,2014-04-05T22:13:18.116Z,214826837,0
211097,2014-04-05T22:13:57.739Z,214826872,0
211097,2014-04-05T22:14:57.493Z,214826621,0
211097,2014-04-05T22:15:11.118Z,214826621,0
211097,2014-04-05T22:15:23.865Z,214826619,0
211097,2014-04-05T22:15:47.907Z,214826619,0
211097,2014-04-05T22:16:34.104Z,214826927,0
211097,2014-04-05T22:16:45.022Z,214826934,0
211097,2014-04-05T22:17:00.624Z,214826998,0
211097,2014-04-05T22:17:34.315Z,214826998,0
211097,2014-04-05T22:17:47.959Z,214717562,0
211097,2014-04-05T22:18:57.652Z,214821300,0
211097,2014-04-05T22:19:41.032Z,214746427,0
211097,2014-04-05T22:19:59.812Z,214743335,0
220587,2014-04-07T13:51:55.138Z,214826705,0
220587,2014-04-07T13:52:10.062Z,214826816,0
238213,2014-04-02T18:17:16.228Z,214677862,0
238213,2014-04-02T18:20:08.371Z,214746435,0
256468,2014-04-06T14:02:31.253Z,214827028,0
256468,2014-04-06T14:03:43.653Z,214584815,0
256468,2014-04-06T14:03:58.779Z,214587307,0
256468,2014-04-06T14:51:03.957Z,214584815,0
256468,2014-04-06T14:52:43.978Z,214587307,0
272808,2014-04-01T12:21:20.928Z,214717247,0
272808,2014-04-01T12:23:43.869Z,214821028,0
272808,2014-04-01T12:26:15.785Z,214821026,0
272808,2014-04-01T12:28:08.874Z,214561502,0
272808,2014-04-01T12:34:54.839Z,214585395,0
281969,2014-04-01T18:03:05.060Z,214695478,0
281969,2014-04-01T18:03:28.138Z,214774685,0
281969,2014-04-01T18:04:00.561Z,214774682,0
294201,2014-04-07T14:22:49.103Z,214826627,0
294201,2014-04-07T14:24:40.672Z,214826816,0
294201,2014-04-07T14:25:04.763Z,214826955,0
296393,2014-04-02T18:49:23.395Z,214709165,0
296393,2014-04-02T18:49:55.088Z,214698806,0
296393,2014-04-02T18:51:54.383Z,214698806,0
309242,2014-04-06T08:24:27.990Z,214835713,0
309242,2014-04-06T08:24:47.163Z,214530697,0
309242,2014-04-06T08:25:19.002Z,214530701,0
309242,2014-04-06T08:25:49.270Z,214835287,0
309242,2014-04-06T08:26:00.741Z,214701350,0
309242,2014-04-06T08:26:56.439Z,214606417,0
309242,2014-04-06T08:27:51.877Z,214611129,0
309242,2014-04-06T08:28:20.441Z,214676595,0
309242,2014-04-06T08:29:20.859Z,214601210,0
309242,2014-04-06T08:29:51.456Z,214701787,0
309242,2014-04-06T08:30:13.282Z,214717627,0
309242,2014-04-06T08:32:45.568Z,214611129,0
309242,2014-04-06T08:33:19.518Z,214606417,0
309242,2014-04-06T08:34:33.530Z,214835287,0
309242,2014-04-06T08:35:33.906Z,214530697,0
309242,2014-04-06T08:36:47.702Z,214835713,0
309242,2014-04-06T08:43:39.405Z,214717627,0
309242,2014-04-06T08:43:39.406Z,214601210,0
309242,2014-04-06T08:44:36.325Z,214511015,0
309242,2014-04-06T08:44:55.689Z,214701787,0
309242,2014-04-06T08:44:58.689Z,214601210,0
309242,2014-04-06T08:45:44.717Z,214606417,0
309242,2014-04-06T08:46:02.886Z,214511015,0
309242,2014-04-06T08:47:05.346Z,214701787,0
309242,2014-04-06T08:47:31.038Z,214676595,0
309242,2014-04-06T08:47:38.398Z,214606417,0
309242,2014-04-06T08:48:19.766Z,214511015,0
309242,2014-04-06T08:49:48.985Z,214530701,0
309242,2014-04-06T08:54:27.432Z,214676595,0
309242,2014-04-06T08:54:40.265Z,214611129,0
309242,2014-04-06T08:56:15.605Z,214601210,0
309242,2014-04-06T08:56:32.176Z,214606417,0
309242,2014-04-06T08:57:02.587Z,214835287,0
309242,2014-04-06T08:57:35.625Z,214530701,0
309242,2014-04-06T08:57:59.677Z,214530697,0
309242,2014-04-06T08:59:16.497Z,214835713,0
309242,2014-04-06T08:59:41.802Z,214717627,0
317291,2014-04-06T21:22:23.048Z,214709645,0
317291,2014-04-06T21:23:50.444Z,214709690,0
331202,2014-04-07T11:34:42.263Z,214819490,0
