13199,214587697,5
26384,214716971,5
39662,214826835,1
39662,214820240,1
39662,214717003,3
52774,214827032,3
52774,214819612,2
64117,214748285,3
64117,214820218,3
79322,214748338,3
79322,214748300,1
79322,214748338,1
82806,214613743,3
82806,214827011,3
105548,214821390,3
105548,214718203,3
110293,214573616,3
110293,214714691,3
128237,214716461,5
147102,214826835,2
147102,214826627,2
147102,214827026,2
154622,214839313,5
158646,214839902,2
158646,214691396,2
158646,214702787,2
165614,214716935,5
194256,214826705,3
194256,214826816,3
198797,214821285,1
198797,214826897,1
198797,214535621,1
198797,214737337,1
198797,214840412,1
211097,214826621,1
211097,214826619,1
211097,214827007,0
211097,214827005,0
211097,214827000,0
211097,214826837,0
211097,214826872,0
211097,214826621,1
211097,214826619,1
211097,214826927,0
211097,214826934,0
211097,214826998,1
211097,214717562,0
211097,214821300,0
211097,214746427,0
211097,214743335,0
220587,214826705,3
220587,214826816,3
238213,214677862,3
238213,214746435,3
256468,214827028,1
256468,214584815,1
256468,214587307,1
256468,214584815,1
256468,214587307,1
272808,214717247,1
272808,214821028,1
272808,214821026,1
272808,214561502,1
272808,214585395,1
281969,214695478,2
281969,214774685,2
281969,214774682,2
294201,214826627,2
294201,214826816,2
294201,214826955,2
296393,214709165,2
296393,214698806,3
309242,214835713,0
309242,214530697,0
309242,214530701,0
309242,214835287,0
309242,214701350,0
309242,214606417,0
309242,214611129,0
309242,214676595,0
309242,214601210,0
309242,214701787,0
309242,214717627,0
309242,214611129,0
309242,214606417,0
309242,214835287,0
309242,214530697,0
309242,214835713,0
309242,214717627,0
309242,214601210,0
309242,214511015,0
309242,214701787,0
309242,214601210,0
309242,214606417,0
309242,214511015,0
309242,214701787,0
309242,214676595,0
309242,214606417,0
309242,214511015,0
309242,214530701,0
309242,214676595,0
309242,214611129,0
309242,214601210,0
309242,214606417,0
309242,214835287,0
309242,214530701,0
309242,214530697,0
309242,214835713,0
309242,214717627,0
317291,214709645,3
317291,214709690,3
331202,214819490,2
331202,214702787,3
359276,214827022,1
359276,214827020,1
359276,214630042,1
359276,214706216,1
375146,214718203,2
375146,214821390,2
375146,214718203,2
384544,214718160,1
384544,214684513,1
384544,214839373,1
384544,214534704,1
388519,214711661,2
388519,214585395,3
397573,214821022,2
397573,214716982,3
402691,214821377,3
402691,214746339,3
422198,214515883,2
422198,214515834,2
422198,214746450,2
441172,214685784,5
445463,214718160,5
462591,214826912,3
462591,214684841,3
476428,214539294,2
476428,214687642,2
476428,214587056,2
489277,214821022,1
489277,214718160,1
489277,214821024,1
489277,214819552,1
489277,214832557,1
489277,214832559,1
499336,214829321,5
509171,214698420,2
509171,214574672,2
509171,214696897,2
521863,214601186,5
538049,214684513,3
538049,214839373,3
541548,214716935,1
541548,214717003,1
541548,214716930,1
541548,214651610,1
541548,214704045,1
559814,214841006,5
579681,214826705,5
584286,214821279,2
584286,214820237,2
584286,214709685,2
596377,214579730,1
596377,214738445,0
596377,214579730,1
596377,214836958,1
596377,214511966,0
596377,214826810,0
596377,214578577,0
596377,214576899,0
596377,214736210,0
609698,214820227,5
620964,214821305,5
623493,214839313,5
634892,214821401,2
634892,214839600,2
634892,214829321,2
648384,214820842,3
648384,214551617,3
658351,214562000,5
670097,214840507,0
670097,214843672,0
670097,214843532,0
670097,214691488,0
670097,214717241,0
670097,214709077,0
670097,214576892,0
670097,214663303,0
670097,214602294,0
670097,214644637,0
670097,214706150,0
670097,214663303,0
670097,214835291,0
670097,214551909,0
670097,214551900,0
670097,214551905,0
671829,214602825,3
671829,214596135,3
692658,214680360,5
714488,214709634,5
726017,214760113,5
730732,214717286,2
730732,214826837,2
730732,214550259,2
739067,214827005,1
739067,214544327,1
739067,214559259,1
739067,214568402,1
739067,214832473,1
739067,214830990,1
739067,214768262,1
757277,214826747,2
757277,214717877,2
757277,214508563,2
785094,214746446,2
785094,214717301,2
785094,214687875,2
786462,214835285,1
786462,214530705,1
786462,214835285,1
786462,214835287,1
786462,214530705,1
786462,214835285,1
817219,214574917,5
825047,214656290,2
825047,214648391,1
825047,214656290,2
828648,214819419,1
828648,214836052,1
828648,214819496,1
828648,214819610,1
828648,214668249,1
828648,214559660,1
828648,214820844,1
828648,214612762,1
828648,214811752,1
835788,214717003,5
853576,214826617,1
853576,214826615,1
853576,214717877,1
853576,214711280,1
865316,214844357,2
865316,214821307,2
865316,214821339,2
873326,214844825,1
873326,214821277,1
873326,214845148,2
895607,214839371,2
895607,214594616,2
895607,214839369,2
904714,214509000,5
917178,214706102,1
917178,214819387,1
917178,214586923,1
917178,214748334,1
917178,214753515,1
917178,214744535,1
917178,214826876,1
928676,214820252,1
928676,214746388,2
928676,214748300,1
928676,214546217,1
940482,214838188,3
940482,214838190,3
957268,214537753,5
970714,214842352,1
970714,214508942,1
970714,214536697,1
970714,214586983,2
982894,214829085,5
984051,214829321,2
984051,214748336,1
984051,214748336,1
984051,214839600,1
984051,214819430,0
1005436,214601407,5
1008527,214829042,5
1031889,214545935,2
1031889,214714880,3
1034778,214829004,3
1034778,214758399,2
1063071,214820805,3
1063071,214601233,3
1071163,214544921,3
1071163,214833309,3
1076289,214716980,2
1076289,214716973,2
1076289,214716939,1
1082538,214821305,2
1082538,214551626,2
1082538,214827017,2
1110547,214674416,3
1110547,214646550,3
1119266,214676042,5
1139404,214829004,3
1139404,214601542,3
1147624,214827009,3
1147624,214711297,3
1162854,214587898,1
1162854,214820805,1
1162854,214579837,1
1162854,214579839,1
1168997,214827009,5
1187213,214826816,2
1187213,214842506,2
1187213,214826705,2
1198883,214512425,2
1198883,214512416,2
1198883,214512425,2
1210713,214833290,0
1210713,214832595,0
1210713,214832597,0
1210713,214833320,0
1210713,214833343,0
1210713,214833290,0
1210713,214832595,0
1210713,214833470,0
1210713,214833523,0
1210713,214832578,0
1210713,214832580,0
1210713,214835231,0
1210713,214657145,0
1222132,214828995,0
1222132,214829100,0
1222132,214586743,0
1222132,214826805,0
1222132,214834877,0
1222132,214828978,0
1222132,214820807,2
1222132,214821392,0
1222132,214821317,0
1222132,214820807,0
1234291,214841006,2
1234291,214512425,2
1234291,214826184,2
1251342,214537967,3
1251342,214754066,3
1256107,214840597,3
1256107,214584939,3
1270199,214510447,5
1293444,214829327,5
1297399,214700610,5
1324803,214820261,1
1324803,214820263,1
1324803,214829861,1
1324803,214820263,1
1324803,214820261,1
1324803,214829861,1
1327551,214699449,1
1327551,214539390,1
1327551,214829312,1
1327551,214539390,1
1327551,214546123,1
1347453,214692590,2
1347453,214717817,2
1347453,214838555,2
1366946,214541679,3
1366946,214575347,3
1370134,214832557,2
1370134,214725532,2
1370134,214832557,2
1381238,214826589,3
1381238,214821412,3
1394683,214710328,3
1394683,214678524,3
1407861,214697615,3
1407861,214537112,1
1407861,214537115,1
1411414,214552048,1
1411414,214552048,1
1411414,214645871,1
1411414,214711297,1
1411414,214711297,1
1424198,214837425,5
1437116,214706445,3
1437116,214714880,1
1437116,214706445,1
1443967,214826615,2
1443967,214829366,2
1443967,214828972,2
1456378,214714880,3
1456378,214832595,3
1465548,214638476,5
1482113,214833802,5
1500579,214571895,0
1500579,214571904,0
1500579,214571895,1
1500579,214828991,0
1500579,214821395,1
1500579,214828991,0
1500579,214842555,1
1500579,214821296,1
1500579,214834869,1
1500579,214705740,0
1511138,643078783,5
1538181,214530705,3
1538181,214701354,3
1554078,214821315,5
1560986,214553855,1
1560986,214829257,1
1560986,214829852,1
1560986,214600492,1
1560986,214821300,1
1560986,214820392,1
1560986,214829366,1
1560986,214834880,1
1560986,214829257,1
1565578,214512611,1
1565578,214629253,1
1565578,214530710,1
1565578,214835120,1
1565578,214530705,1
1588646,214601805,1
1588646,214829747,1
1588646,214826780,1
1588646,214829747,1
1590303,214829366,2
1590303,214826874,2
