1187,214826606,14.0
1187,214826715,1.0
2371,214684513,1.0
2371,214832653,1.0
3678,214705745,1.0
3678,214709645,2.0
3678,214709690,2.0
4736,214821022,1.0
4736,214821024,3.0
6593,214578645,1.0
6593,214717187,1.0
7328,214717247,1.0
7328,214820394,1.0
8307,214695069,2.0
8307,214695071,1.0
8307,214717406,3.0
8307,214838261,1.0
9472,214717147,2.0
10559,214819387,2.0
10559,214819734,1.0
10559,214826623,1.0
10559,214826705,1.0
10559,214826799,1.0
10559,214826810,1.0
10559,214826816,1.0
10559,214826835,1.0
13187,214596641,1.0
13187,214829737,1.0
14017,214553735,1.0
14017,214555237,1.0
14017,214717091,1.0
14656,214829212,1.0
14656,214829308,1.0
14656,214829357,1.0
15423,214705119,1.0
15423,214826955,1.0
16608,214717003,1.0
18946,214714586,1.0
18946,214826700,1.0
18946,214826705,1.0
19712,214551617,1.0
19712,214551626,1.0
19712,214584962,1.0
19712,214612721,1.0
21119,214821300,1.0
21119,214826617,1.0
21119,214826619,1.0
21119,214826621,1.0
21119,214826927,1.0
21119,214826998,1.0
21119,214827009,1.0
22227,214587384,1.0
22227,214716982,1.0
22227,214718220,1.0
22227,214832559,1.0
23029,214582387,1.0
23029,214600502,1.0
23029,214717325,1.0
23029,214820439,1.0
23029,214836722,1.0
23029,214836748,1.0
24676,214716973,1.0
24676,214716975,1.0
26374,214684843,1.0
26374,214819760,4.0
26374,214819762,4.0
28032,214558192,1.0
28032,214577518,1.0
28032,214690110,1.0
28032,214826925,1.0
28032,214827000,1.0
28032,214827007,1.0
28032,214828987,1.0
28032,214834865,1.0
29318,214584808,1.0
29318,214585100,7.0
29318,214821367,1.0
30718,214833800,2.0
30816,214820842,1.0
30816,214826810,1.0
32002,214539845,1.0
32002,214706482,1.0
33231,214511488,1.0
33231,214826833,1.0
34037,214821309,1.0
34037,214821341,1.0
35406,214544837,1.0
35406,214638761,1.0
37894,214532951,1.0
37894,214639462,1.0
37894,214639477,1.0
37894,214648258,1.0
37894,214826715,3.0
37894,214826835,2.0
37894,214826955,3.0
37894,214835000,2.0
37894,214835004,2.0
39426,214636505,1.0
39426,214664767,1.0
40769,214717247,1.0
40769,214821015,1.0
40769,214833802,1.0
40769,214841060,1.0
41024,214586711,1.0
41024,214664919,1.0
41024,214821292,2.0
41024,214826702,1.0
41024,214826801,2.0
42239,214828987,2.0
43708,214676580,2.0
43708,214684513,1.0
43708,214821277,2.0
43708,214821285,2.0
43708,214826619,1.0
43708,214826872,1.0
43708,214826897,2.0
43708,214826955,1.0
44454,214837485,4.0
44454,214837487,1.0
46056,214710062,1.0
46056,214827009,1.0
46263,214691310,1.0
46263,214691570,1.0
48713,214826705,2.0
49351,214584907,3.0
50617,214821275,1.0
50617,214826810,1.0
52991,214684513,1.0
52991,214826705,1.0
55073,214821305,3.0
55073,214821341,1.0
56071,214716926,1.0
56071,214716928,3.0
56071,214717003,2.0
56071,214717005,1.0
56956,214596452,1.0
56956,214601741,1.0
57528,214568098,1.0
57528,214568102,1.0
57528,214568109,1.0
58638,214836129,3.0
58638,214839716,1.0
60097,214584984,1.0
60097,214587384,1.0
60097,214642097,1.0
60097,214821024,1.0
61437,214640231,1.0
61437,214640233,1.0
61637,214582567,2.0
63449,214712115,3.0
64057,214826803,2.0
66458,214709685,1.0
66458,214748188,1.0
66458,214821275,1.0
66458,214826608,2.0
66458,214826700,2.0
66458,214826705,1.0
66458,214826801,5.0
66458,214826810,3.0
66753,214711297,3.0
66753,214714790,2.0
68069,214587384,1.0
68069,214821022,2.0
68069,214826953,1.0
69694,214718216,1.0
69694,214820218,1.0
69694,214820842,1.0
69694,214821024,1.0
69694,214821272,1.0
69694,214827020,1.0
69694,214840419,1.0
70813,214582370,2.0
73486,214664919,1.0
73486,214674427,2.0
73486,214696972,1.0
73486,214699871,2.0
73486,214699873,1.0
73486,214712111,1.0
73486,214712141,1.0
73486,214725512,1.0
73486,214746375,2.0
73486,214826625,3.0
73486,214827032,3.0
73486,214840389,1.0
74629,214537766,1.0
74629,214684513,1.0
74629,214686043,2.0
75788,214567404,1.0
75788,214718400,1.0
75788,214826900,1.0
77098,214539050,1.0
77098,214539232,1.0
77098,214612895,1.0
77098,214613743,1.0
78142,214536317,1.0
78142,214550863,1.0
78142,214550865,1.0
78972,214514291,7.0
80894,214820938,2.0
80894,214821037,1.0
81536,214638480,1.0
81536,214638482,1.0
82111,214551000,2.0
82111,214551005,1.0
82111,214564807,1.0
82111,214586923,1.0
82111,214587045,2.0
82111,214706441,1.0
82111,214712402,1.0
82111,214717085,1.0
82111,214718387,4.0
82111,214744775,1.0
82111,214819376,2.0
82111,214819526,1.0
82111,214820387,1.0
82111,214826874,2.0
83929,214577732,1.0
83929,214821028,1.0
84464,214640017,1.0
84464,214684845,1.0
84464,214716902,1.0
84464,214717286,1.0
84464,214800262,1.0
84464,214821300,1.0
84464,214821401,1.0
84464,214826837,1.0
84464,214826876,1.0
84464,214826908,1.0
84464,214826927,1.0
84464,214826998,1.0
84464,214828987,1.0
85342,214712272,1.0
85342,214819427,1.0
85342,214820842,1.0
85342,214829312,1.0
86222,214684513,1.0
86222,214691426,1.0
86222,214821292,1.0
86222,214826702,2.0
87418,214838160,1.0
87418,214838162,1.0
88908,214691426,1.0
88908,214696432,1.0
88908,214696434,1.0
88908,214838975,1.0
92118,214515847,1.0
92118,214550366,1.0
92527,214826705,2.0
93277,214684513,3.0
94509,214840762,2.0
97231,214579875,1.0
97231,214716120,1.0
97231,214826606,2.0
97431,214594680,1.0
97431,214832653,1.0
98701,214826816,1.0
99361,214583653,1.0
99361,214826705,1.0
101234,214709792,1.0
101234,214717046,1.0
101964,214748336,1.0
101964,214819721,3.0
102848,214716930,1.0
102848,214716932,1.0
102848,214716935,1.0
104637,214629515,1.0
104637,214832728,1.0
104637,214832730,1.0
104637,214835578,1.0
104637,214835730,1.0
104637,214835775,2.0
104637,214839695,1.0
105983,214677821,1.0
105983,214717742,1.0
105983,214743497,1.0
105983,214744528,1.0
107977,214821277,2.0
109281,214532072,1.0
109281,214826803,2.0
110144,214696434,2.0
110932,214821392,3.0
112139,214537967,1.0
112139,214636498,1.0
113913,214587549,1.0
113913,214826780,1.0
113913,214829681,1.0
115061,214581917,2.0
116177,214705745,1.0
116177,214820225,2.0
117278,214680502,1.0
117278,214680521,1.0
117278,214705736,1.0
117278,214710328,1.0
117278,214842345,1.0
118562,214648254,1.0
118562,214717888,1.0
118562,214718220,1.0
120192,214716982,2.0
120192,214716984,1.0
120192,214832653,1.0
120192,214832657,2.0
121004,214710309,1.0
121004,214839313,1.0
122868,214601407,1.0
122868,214690110,1.0
122868,214836129,1.0
123284,214829282,3.0
125447,214551892,1.0
125447,214821272,1.0
126898,214821365,1.0
126898,214827011,1.0
126898,214835120,1.0
126898,214838100,1.0
127311,214553561,1.0
127311,214553865,1.0
127311,214554450,1.0
127311,214556025,1.0
127311,214586743,1.0
127311,214601233,1.0
127311,214606785,1.0
127311,214612730,1.0
127311,214674427,1.0
127311,214711952,1.0
127311,214717877,1.0
127311,214718385,1.0
127311,214819376,7.0
127311,214820400,7.0
127311,214821401,1.0
127311,214826612,1.0
127311,214826615,1.0
127311,214826617,1.0
127311,214826619,13.0
127311,214826621,8.0
127311,214826837,1.0
127311,214826872,9.0
127311,214826893,1.0
127311,214826908,8.0
127311,214826925,1.0
127311,214826927,1.0
127311,214826932,1.0
127311,214827000,1.0
127311,214827002,1.0
127311,214827015,1.0
128117,214716984,1.0
128117,214832655,1.0
131011,214695073,1.0
131011,214716658,1.0
131011,214829398,1.0
132916,214826835,2.0
132916,214826955,2.0
133529,214587915,1.0
133529,214691396,2.0
134333,214836080,7.0
136143,214748293,3.0
136143,214748297,3.0
