1187,214826606,0,4,941,2
1187,214826715,0,1,0,0
2371,214684513,0,1,0,0
2371,214832653,0,1,0,0
3678,214705745,0,1,0,0
3678,214709645,0,2,0,0
3678,214709690,0,2,0,0
4736,214821022,0,1,0,0
4736,214821024,0,3,0,0
6593,214578645,0,1,0,0
6593,214717187,0,1,0,0
7328,214717247,0,1,0,0
7328,214820394,0,1,0,0
8307,214695069,0,2,0,0
8307,214695071,0,1,0,0
8307,214717406,0,3,0,0
8307,214838261,0,1,0,0
9472,214717147,0,2,0,0
10559,214819387,0,2,0,0
10559,214819734,0,1,0,0
10559,214826623,0,1,0,0
10559,214826705,0,1,0,0
10559,214826799,0,1,0,0
10559,214826810,0,1,0,0
10559,214826816,0,1,0,0
10559,214826835,0,1,0,0
13187,214596641,0,1,0,0
13187,214829737,0,1,0,0
14017,214553735,0,1,0,0
14017,214555237,0,1,0,0
14017,214717091,0,1,0,0
14656,214829212,0,1,0,0
14656,214829308,0,1,0,0
14656,214829357,0,1,0,0
15423,214705119,0,1,0,0
15423,214826955,0,1,0,0
16608,214717003,0,1,0,0
18946,214714586,0,1,0,0
18946,214826700,0,1,0,0
18946,214826705,0,1,0,0
19712,214551617,0,1,0,0
19712,214551626,0,1,0,0
19712,214584962,0,1,0,0
19712,214612721,0,1,0,0
21119,214821300,0,1,0,0
21119,214826617,0,1,0,0
21119,214826619,0,1,0,0
21119,214826621,0,1,0,0
21119,214826927,0,1,0,0
21119,214826998,0,1,0,0
21119,214827009,0,1,0,0
22227,214587384,0,1,0,0
22227,214716982,0,1,0,0
22227,214718220,0,1,0,0
22227,214832559,0,1,0,0
23029,214582387,0,1,0,0
23029,214600502,0,1,0,0
23029,214717325,0,1,0,0
23029,214820439,0,1,0,0
23029,214836722,0,1,0,0
23029,214836748,0,1,0,0
24676,214716973,0,1,0,0
24676,214716975,0,1,0,0
26374,214684843,0,1,0,0
26374,214819760,0,4,0,0
26374,214819762,0,4,0,0
28032,214558192,0,1,0,0
28032,214577518,0,1,0,0
28032,214690110,0,1,0,0
28032,214826925,0,1,0,0
28032,214827000,0,1,0,0
28032,214827007,0,1,0,0
28032,214828987,0,1,0,0
28032,214834865,0,1,0,0
29318,214584808,0,1,0,0
29318,214585100,0,2,10471,1
29318,214821367,0,1,0,0
30718,214833800,0,2,0,0
30816,214820842,0,1,0,0
30816,214826810,0,1,0,0
32002,214539845,0,1,0,0
32002,214706482,0,1,0,0
33231,214511488,0,1,0,0
33231,214826833,0,1,0,0
34037,214821309,0,1,0,0
34037,214821341,0,1,0,0
35406,214544837,0,1,0,0
35406,214638761,0,1,0,0
37894,214532951,0,1,0,0
37894,214639462,0,1,0,0
37894,214639477,0,1,0,0
37894,214648258,0,1,0,0
37894,214826715,0,3,0,0
37894,214826835,0,2,0,0
37894,214826955,0,3,0,0
37894,214835000,0,2,0,0
37894,214835004,0,2,0,0
39426,214636505,0,1,0,0
39426,214664767,0,1,0,0
40769,214717247,0,1,0,0
40769,214821015,0,1,0,0
40769,214833802,0,1,0,0
40769,214841060,0,1,0,0
41024,214586711,0,1,0,0
41024,214664919,0,1,0,0
41024,214821292,0,2,0,0
41024,214826702,0,1,0,0
41024,214826801,0,2,0,0
42239,214828987,0,2,0,0
43708,214676580,0,2,0,0
43708,214684513,0,1,0,0
43708,214821277,0,2,0,0
43708,214821285,0,2,0,0
43708,214826619,0,1,0,0
43708,214826872,0,1,0,0
43708,214826897,0,2,0,0
43708,214826955,0,1,0,0
44454,214837485,0,4,0,0
44454,214837487,0,1,0,0
46056,214710062,0,1,0,0
46056,214827009,0,1,0,0
46263,214691310,0,1,0,0
46263,214691570,0,1,0,0
48713,214826705,0,2,0,0
49351,214584907,0,3,0,0
50617,214821275,0,1,0,0
50617,214826810,0,1,0,0
52991,214684513,0,1,0,0
52991,214826705,0,1,0,0
55073,214821305,0,3,0,0
55073,214821341,0,1,0,0
56071,214716926,0,1,0,0
56071,214716928,0,3,0,0
56071,214717003,0,2,0,0
56071,214717005,0,1,0,0
